Host_protein	Pathogen_Protein	Host_taxid	Pathogen_taxid	Pathogen_category
P50990	P03129	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
P50990	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P50990	P09992	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
P50990	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q9Y266	YP_009227199	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q9Y266	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q9Y266	NP_789740	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
Q9Y266	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q9Y266	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q9Y266	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q15185	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q15185	P03427	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q15185	B4URF7	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q15185	P04620	taxid:9606(Homo sapiens)	taxid:11686(Human immunodeficiency virus type 1 (BRU ISOLATE))	VIRUS
Q15185	Q9WB91	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q15185	Q1K9H5	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
O43865	P04288	taxid:9606(Homo sapiens)	taxid:10299(Herpes simplex virus (type 1 / strain 17))	VIRUS
O43865	Q32ZE1-PRO_0000435842	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
O43865	P04288	taxid:9606(Homo sapiens)	taxid:10299(Herpes simplex virus (type 1 / strain 17))	VIRUS
O43865	P04608	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
O43865	A0A024B7W1-PRO_0000443032	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
O43865	YP_009227205	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
O43865	Q1HVI8	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P13995	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
P13995	P04601	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P13995	P17387	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
O76031	P17383	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
O76031	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
O76031	Q1HVI8	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
O76031	Q8AZK7	taxid:9606(Homo sapiens)	taxid:10377(Human herpesvirus 4 (strain B95-8))	VIRUS
O76031	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q9Y230	P17383	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q9Y230	Q1K9H5	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q9Y230	Q1HVJ0	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q9Y230	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q9Y230	Q1HVI8	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q9Y230	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
Q9Y230	Q1HVD3	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q9Y230	P0CK57	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q9Y230	Q3KSR4	taxid:9606(Homo sapiens)	taxid:10376(Human herpesvirus 4)	VIRUS
Q9Y230	P0CK48	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q9Y230	G3CKS7	taxid:9606(Homo sapiens)	taxid:10376(Human herpesvirus 4)	VIRUS
Q9Y230	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q9Y230	P03433	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q9Y230	I1YP38	taxid:9606(Homo sapiens)	taxid:10376(Human herpesvirus 4)	VIRUS
Q9Y230	P06463	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q9Y230	Q69117	taxid:9606(Homo sapiens)	taxid:10376(Human herpesvirus 4)	VIRUS
Q9Y230	Q1HVI8	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q9Y230	P03452	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q9Y230	Q8AZK7	taxid:9606(Homo sapiens)	taxid:10377(Human herpesvirus 4 (strain B95-8))	VIRUS
Q9Y230	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q9Y230	P06821	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q9Y230	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q9Y230	P03427	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q9Y230	P03129	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
Q9Y230	P09992	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
O00264	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
O00264	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
O00264	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
O00264	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
O00264	P06461	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
O00264	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
O00264	Q9WMX2-PRO_0000037547	taxid:9606(Homo sapiens)	taxid:333284(Hepatitis C virus (isolate Con1))	VIRUS
O00264	B9UPF3	taxid:9606(Homo sapiens)	taxid:10580(Human papillomavirus type 11)	VIRUS
O00264	P03246	taxid:9606(Homo sapiens)	taxid:28285(Human adenovirus 5)	VIRUS
O00264	P0CK57	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
O00264	Q1K9H5	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
O00264	K9UT94	taxid:9606(Homo sapiens)	taxid:10376(Human herpesvirus 4)	VIRUS
O00264	P0CK50	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
O00264	P0C6Z1	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
O00264	NP_579895	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
O00264	Q05322	taxid:9606(Homo sapiens)	taxid:128952(Zaire ebolavirus - Mayinga (Zaire, 1976))	VIRUS
O00264	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
O00264	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
O00264	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
O00264	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
O00264	G3CKS7	taxid:9606(Homo sapiens)	taxid:10376(Human herpesvirus 4)	VIRUS
O00264	P0C737	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q9Y2Z0	YP_009227198	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q9Y2Z0	P90463	taxid:9606(Homo sapiens)	taxid:868565(Human herpesvirus 8 strain GK18)	VIRUS
P53999	P04608	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P53999	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
P53999	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
P53999	P04620	taxid:9606(Homo sapiens)	taxid:11686(Human immunodeficiency virus type 1 (BRU ISOLATE))	VIRUS
P53999	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P53999	P29991-PRO_0000037946	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
P53999	P03132	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
P53999	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P53999	P03132	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
P53999	P04608	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P53999	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
P53999	Q32ZE1-PRO_0000435842	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P53999	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
P53999	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q14554	NP_579894	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
Q13438	Q99IB8-PRO_0000045596	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
Q13438	P27915-PRO_0000037996	taxid:9606(Homo sapiens)	taxid:408870(Dengue virus 3 Philippines/H87/1956)	VIRUS
Q13438	P29991-PRO_0000308279	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q13438	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q13438	Q2HRB6	taxid:9606(Homo sapiens)	taxid:868565(Human herpesvirus 8 strain GK18)	VIRUS
Q13438	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q13438	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q13438	Q58HT7-PRO_0000268112	taxid:9606(Homo sapiens)	taxid:408686(Dengue virus 4 Philippines/H241/1956)	VIRUS
Q13438	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q13438	P27915	taxid:9606(Homo sapiens)	taxid:408870(Dengue virus 3 Philippines/H87/1956)	VIRUS
Q13438	P03427	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q13438	P36827	taxid:9606(Homo sapiens)	taxid:333763(Human papillomavirus type 32)	VIRUS
Q13438	Q9WMX2-PRO_0000037552	taxid:9606(Homo sapiens)	taxid:333284(Hepatitis C virus (isolate Con1))	VIRUS
Q13438	O09234	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q13438	Q58HT7	taxid:9606(Homo sapiens)	taxid:408686(Dengue virus 4 Philippines/H241/1956)	VIRUS
Q13438	A0A097PIH4	taxid:9606(Homo sapiens)	taxid:11053(Dengue virus 1)	VIRUS
Q12907	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q12907	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q12907	NP_579895	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
Q12907	B4URF0	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q12907	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P31948	P03431	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
P31948	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P31948	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P31948	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
P31948	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
P31948	P04620	taxid:9606(Homo sapiens)	taxid:11686(Human immunodeficiency virus type 1 (BRU ISOLATE))	VIRUS
P31948	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P31948	YP_009227201	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P31948	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q07065	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q07065	P03317	taxid:9606(Homo sapiens)	taxid:11034(Sindbis virus)	VIRUS
Q07065	YP_009227198	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q07065	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q07065	P06428	taxid:9606(Homo sapiens)	taxid:10579(Human papillomavirus type 8)	VIRUS
Q07065	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q07065	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q07065	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q07065	P09992	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
Q07065	Q1K9H5	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q07065	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q07065	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q07065	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q07065	YP_009227201	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q07065	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q07065	P03430	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q07065	YP_009227204	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q07065	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q07065	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q07065	Q99IB8-PRO_0000045596	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
Q07065	NP_579895	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
Q07065	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P27348	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P27348	P16727	taxid:9606(Homo sapiens)	taxid:10360(Human herpesvirus 5 strain AD169)	VIRUS
P27348	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
P27348	Q87644	taxid:9606(Homo sapiens)	taxid:11034(Sindbis virus)	VIRUS
P27348	Q20MH0	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P27348	P03427	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P27348	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P27348	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P27348	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P27348	A0A288CFT1	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P27348	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P27348	Q9WMX2	taxid:9606(Homo sapiens)	taxid:333284(Hepatitis C virus (isolate Con1))	VIRUS
P49755	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
P49755	Q05322	taxid:9606(Homo sapiens)	taxid:128952(Zaire ebolavirus - Mayinga (Zaire, 1976))	VIRUS
P49755	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P49755	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
P49755	P04618	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P49755	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P49755	P03452	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
P49755	YP_009227197	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P49755	Q8AZK7	taxid:9606(Homo sapiens)	taxid:10377(Human herpesvirus 4 (strain B95-8))	VIRUS
P49755	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
P49755	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
P49755	P03087	taxid:9606(Homo sapiens)	taxid:1891767(sv40)	VIRUS
P49755	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
P49755	YP_009227198	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P49755	P06788	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
P49755	YP_009227204	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P49755	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P49755	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P49755	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P49755	P06930	taxid:9606(Homo sapiens)	taxid:333923(Human papillomavirus type 5)	VIRUS
P49755	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P49755	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q92616	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q92616	O92835	taxid:9606(Homo sapiens)	taxid:11060(Dengue virus 2)	VIRUS
Q92616	P0CK57	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q92616	Q20MH8	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q92616	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q92616	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q92616	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q92616	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q92616	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q92616	P06463	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q92616	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q92616	P0C737	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q92616	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q92616	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q92616	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q16891	P06461	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q16891	P0C6Z1	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q16891	P0C705	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q16891	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16891	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q16891	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16891	B9UPF3	taxid:9606(Homo sapiens)	taxid:10580(Human papillomavirus type 11)	VIRUS
Q16891	P0CK50	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q16891	P15659	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16891	B4URF0	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16891	P0C705	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q16891	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16891	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q16891	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16891	P0C737	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q16891	Q99IB8-PRO_0000045596	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
Q16891	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q16891	P03246	taxid:9606(Homo sapiens)	taxid:28285(Human adenovirus 5)	VIRUS
Q16891	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q9Y572	YP_214057	taxid:9606(Homo sapiens)	taxid:10366(Murid herpesvirus 1)	VIRUS
O43809	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
O43809	A0A218M2D5	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
O43809	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
O43809	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
O43809	P06465	taxid:9606(Homo sapiens)	taxid:10583(Human papillomavirus type 1a)	VIRUS
O43809	Q98143	taxid:9606(Homo sapiens)	taxid:37296(Human herpesvirus 8)	VIRUS
O43809	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16630	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16630	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
Q16630	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16630	Q98143	taxid:9606(Homo sapiens)	taxid:37296(Human herpesvirus 8)	VIRUS
Q16630	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q16630	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16630	P04620	taxid:9606(Homo sapiens)	taxid:11686(Human immunodeficiency virus type 1 (BRU ISOLATE))	VIRUS
O15258	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
O15258	NP_579895	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
O15258	P06927	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
O15258	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q16543	F5HEZ4	taxid:9606(Homo sapiens)	taxid:868565(Human herpesvirus 8 strain GK18)	VIRUS
Q16543	P29991-PRO_0000308465	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
